Name,Country,Sector,Industry,Currency,Market,Exchange,Nber_of_analyst_opinions,MarketCap,Volatility,Recommendation_mean,Ticker
Hawthorn Resources Limited,Australia,Basic Materials,Gold,AUD,no_market,ASX, ,33351600,0.831012, ,HAW.AX
Galaxy Resources Limited,Australia,Basic Materials,Other Industrial Metals & Mining,USD,no_market,ASX,9,831366144,0.187341, ,GXY.AX
GUD Holdings Limited,Australia,Industrials,Specialty Industrial Machinery,AUD,no_market,ASX,7,1042092416,0.929113, ,GUD.AX
Goodman Group,Australia,Real Estate,REIT—Diversified,AUD,no_market,ASX,10,34232879104,0.616455, ,GMG.AX
Genmab A/S,Denmark, , , ,no_market,CPH, , , , ,GEN.CO
G8 Education Limited,Australia,Consumer Defensive,Education & Training Services,AUD,no_market,ASX,11,1046526656,1.30886, ,GEM.AX
Global Construction Services Limited,Australia, , , ,no_market,ASX, , , , ,GCS.AX
Grupo Clarín S.A.,Argentina,Communication Services,Entertainment,ARS,no_market,BUE,1,5557359616,0.52057, ,GCLA.BA
Gale Pacific Limited,Australia,Consumer Cyclical,Textile Manufacturing,AUD,no_market,ASX,1,92255992,1.168987, ,GAP.AX
Global Arena Holding Inc.,USA,Technology,Software—Application,USD,no_market,PNK, ,3476572,3.388387, ,GAHC
GEA Group Aktiengesellschaft,Germany,Industrials,Specialty Industrial Machinery, ,no_market,GER, ,5136802304,1.195569, ,G1A.DE
James Fisher and Sons plc,United Kingdom,Industrials,Specialty Business Services,GBP,no_market,LSE,4,482029408,1.164556, ,FSJ.L
Fortescue Metals Group Limited,Australia,Basic Materials,Other Industrial Metals & Mining,USD,no_market,ASX,17,56129441792,1.005063, ,FMG.AX
Feelgood Svenska AB (publ),Sweden,Healthcare,Healthcare Plans,SEK,no_market,STO, ,288045920,1.061392, ,FEEL.ST
"Experience Art and Design, Inc.",USA, , , ,no_market,PNK, , , , ,EXAD
Telefonaktiebolaget LM Ericsson (publ),Germany,Technology,Communication Equipment, ,no_market,GER, ,33983848448,0.177848, ,ERCA.DE
Eco (Atlantic) Oil & Gas Ltd.,Canada,Energy,Oil & Gas E&P,CAD,no_market,VAN, ,75726176,2.468906, ,EOG.V
Energy Metals Limited,Australia,Energy,Uranium, ,no_market,ASX, ,20968302,1.456329, ,EME.AX
Elders Limited,Australia,Consumer Defensive,Farm Products,AUD,no_market,ASX,4,1673373184,0.157594, ,ELD.AX
ADF Group Inc.,Canada,Industrials,Metal Fabrication,CAD,no_market,TOR, ,40794000,1.335954, ,DRX.TO
Domino's Pizza Enterprises Limited,Australia,Consumer Cyclical,Restaurants,AUD,no_market,ASX,11,7090592256,0.442405, ,DMP.AX
Central Petroleum Limited,Australia,Energy,Oil & Gas E&P,AUD,no_market,ASX,1,97663728,0.590506, ,CTP.AX
CSL Limited,Australia,Healthcare,Biotechnology,USD,no_market,ASX,11,134790602752,0.153164, ,CSL.AX
American Cryostem Corporation,USA,Healthcare,Biotechnology, ,no_market,PNK, ,15688507,0.22266, ,CRYO
CompuGroup Medical Societas Europaea,Germany,Healthcare,Health Information Services,EUR,no_market,GER,7,4009578496,0.744936,2.1,COP.DE
"Legend Oil and Gas, Ltd.",USA,Energy,Oil & Gas Midstream, ,no_market,PNK, ,715983,0.147125, ,LOGL
"Advanzeon Solutions, Inc.",USA,Healthcare,Medical Care Facilities,USD,no_market,PNK, ,15688519,2.606538, ,CHCR
Cardno Limited,Australia,Industrials,Engineering & Construction,AUD,no_market,ASX,1,145280832,1.136708, ,CDD.AX
Compagnie des Alpes SA,France,Consumer Cyclical,Leisure,EUR,no_market,PAR,5,489787392,1.199367, ,CDA.PA
Cambria Automobiles plc,United Kingdom,Consumer Cyclical,Auto & Truck Dealerships,GBP,no_market,LSE,1,56000000,1.108227, ,CAMB.L
Base Resources Limited,Australia,Basic Materials,Other Industrial Metals & Mining,USD,no_market,ASX,4,347512928,0.559493, ,BSE.AX
Airboss of America Corp.,Canada,Basic Materials,Specialty Chemicals,USD,no_market,TOR,5,485703808,1.321658,1.8,BOS.TO
Boom Logistics Limited,Australia,Industrials,Industrial Distribution,AUD,no_market,ASX,1,68443840,1.094303, ,BOL.AX
Byggmax Group AB (publ),Sweden,Industrials,Building Products & Equipment,SEK,no_market,STO,1,2855973120,1.490506, ,BMAX.ST
Boart Longyear Limited,Australia,Energy,Oil & Gas Equipment & Services,USD,no_market,ASX,1,30979130,1.901265,3,BLY.AX
Brickworks Limited,Australia,Basic Materials,Building Materials,AUD,no_market,ASX,5,2974333184,0.838607, ,BKW.AX
Blackmores Limited,Australia,Consumer Defensive,Household & Personal Products,AUD,no_market,ASX,6,1539109632,0.37405, ,BKL.AX
Bell Financial Group Limited,Australia,Financial Services,Capital Markets,AUD,no_market,ASX, ,474701120,1.129113, ,BFG.AX
Beijer Alma AB (publ),Sweden,Industrials,Specialty Industrial Machinery,SEK,no_market,STO,2,7412250624,1.383544, ,BEIA-B.ST
BBA Aviation plc,United Kingdom, , , ,no_market,LSE, , , , ,BBA.L
Bayer Aktiengesellschaft,Germany,Healthcare,Drug Manufacturers—General, ,no_market,GER, ,47035559936,1.360126, ,BAYA.DE
British American Tobacco p.l.c.,United Kingdom,Consumer Defensive,Tobacco,GBP,no_market,LSE,19,61715058688,0.602531, ,BATS.L
TV Azteca SAB de CV,Mexico,Communication Services,Broadcasting,MXN,no_market,MEX,4,999690304,1.460957, ,AZTECACPO.MX
Azure Holding Group Corp.,USA,Financial Services,Shell Companies, ,no_market,PNK, ,2872872,-1.221533, ,AZRH
Azimut Holding S.p.A.,Italy,Financial Services,Asset Management,EUR,no_market,MIL,12,2426873344,2.056962, ,AZM.MI
Arizona Mining Inc.,Canada, , , ,no_market,TOR, , , , ,AZ.TO
Awilco Drilling Plc,Norway,Energy,Oil & Gas Drilling,USD,no_market,OSL,7,189397808,1.611392, ,AWDR.OL
Microsoft Corporation,United States,Technology,Software—Infrastructure,USD,us_market,NMS,31,1628304834560,0.823097,1.7,MSFT
Walt Disney Company (The), ,Communication Services,Entertainment,USD,us_market,NYQ,24,278107848704,1.075535,2,DIS
"Invesco QQQ Trust, Series 1", , , , ,us_market,NMS, ,119443439616, , ,QQQ
Visa Inc.,United States,Financial Services,Credit Services,USD,us_market,NYQ,34,462631370752,0.916572,1.8,V
Boeing Company (The),United States,Industrials,Aerospace & Defense,USD,us_market,NYQ,22,126370037760,1.392333,2.7,BA
"Tesla, Inc.", ,Consumer Cyclical,Auto Manufacturers,USD,us_market,NMS,29,539185053696,1.966741,2.7,TSLA
Vanguard S&P 500 ETF, , , , ,us_market,PCX, , , , ,VOO
"Facebook, Inc.",United States,Communication Services,Internet Content & Information,USD,us_market,NMS,47,818940346368,1.193175,1.8,FB
Raytheon Technologies Corporati,United States,Industrials,Aerospace & Defense,USD,us_market,NYQ,17,109256720384,0.794813,2.1,RTX
DraftKings Inc.,United States,Consumer Cyclical,Gambling,USD,us_market,NMS,22,20016584704, ,2.2,DKNG
Coca-Cola Company (The),United States,Consumer Defensive,Beverages—Non-Alcoholic,USD,us_market,NYQ,20,223939084288,0.566929,2,KO
NVIDIA Corporation,United States,Technology,Semiconductors,USD,us_market,NMS,34,335361835008,1.591882,2.1,NVDA
"Square, Inc.", ,Technology,Software—Infrastructure,USD,us_market,NYQ,39,91089272832,2.679255,2.4,SQ
JP Morgan Chase & Co.,United States,Financial Services,Banks—Diversified,USD,us_market,NYQ,25,372002324480,1.142051,2.3,JPM
Carnival Corporation,United States,Consumer Cyclical,Travel Services,USD,us_market,NYQ,13,23360851968,2.23517,2.9,CCL
MGM Resorts International,United States,Consumer Cyclical,Resorts & Casinos,USD,us_market,NYQ,17,14497110016,2.413648,2.9,MGM
NIO Inc.,China,Consumer Cyclical,Auto Manufacturers,CNY,us_market,NYQ,15,65357393920,2.876094,2.3,NIO
Vanguard Total Stock Market ETF, , , , ,us_market,PCX, ,392410038272, , ,VTI
"Cloudflare, Inc.",United States,Technology,Software—Infrastructure,USD,us_market,NYQ,16,22094942208, ,1.9,NET
Sea Limited,Singapore,Communication Services,Electronic Gaming & Multimedia,USD,us_market,NYQ,16,89685262336,1.358585,2,SE
Exxon Mobil Corporation,United States,Energy,Oil & Gas Integrated,USD,us_market,NYQ,22,168875491328,1.285794,3,XOM
Mastercard Incorporated,United States,Financial Services,Credit Services,USD,us_market,NYQ,35,339173834752,1.157835,1.9,MA
Berkshire Hathaway Inc. New,United States,Financial Services,Insurance—Diversified,USD,us_market,NYQ,2,540433973248,0.868766,2.2,BRK-B
Vanguard Information Tech ETF, , , , ,us_market,PCX, , , , ,VGT
Walmart Inc.,United States,Consumer Defensive,Discount Stores,USD,us_market,NYQ,32,426536075264,0.395715,1.9,WMT
